ident,name,iso_country,iso_region,iata_code
NC76,Massengill Airport,US,US-NC,
NC77,Chalfant Airport,US,US-NC,
NC78,Turbeville Airport,US,US-NC,
NC79,Bear Creek Airport,US,US-NC,
NC80,Morehead City State Port Terminal Heliport,US,US-NC,
NC81,Cox Airport,US,US-NC,
NC82,Dublin Field,US,US-NC,
NC83,Cape Fear Valley Medical Center Heliport,US,US-NC,
NC84,West Wind Heliport,US,US-NC,
NC85,Sampson Regional Medical Center Heliport,US,US-NC,
NC86,Rocking A Farm Airport,US,US-NC,
NC87,Dogwood Farm Airport,US,US-NC,
NC88,Outer Banks Heliport,US,US-NC,
NC89,Pungo District Hospital Heliport,US,US-NC,
NC90,Wbtv Heliport,US,US-NC,
NC91,Vidant Health Heliport,US,US-NC,
NC92,Duke University North Heliport,US,US-NC,
NC93,South River Airport,US,US-NC,
NC94,Bladen County Hospital Heliport,US,US-NC,
NC95,Mission Hospitals Heliport,US,US-NC,
NC96,Betsy Johnson Memorial Hospital Heliport,US,US-NC,
NC97,Dirt Dobber's Grass Strip,US,US-NC,
NC98,Sentara Albemarle Regional Medical Center Heliport,US,US-NC,
NC99,Bagwell Airport,US,US-NC,
NCAI,Aitutaki Airport,CK,CK-U-A,AIT
NCAT,Enua Airport,CK,CK-U-A,AIU
NCL,Comlantflt Heliport,US,US-VA,
NCMG,Mangaia Island Airport,CK,CK-U-A,MGS
NCMH,Manihiki Island Airport,CK,CK-U-A,MHX
NCMK,Mauke Airport,CK,CK-U-A,MUK
NCMN,Manuae Airport,CK,CK-U-A,
NCMR,Mitiaro Island Airport,CK,CK-U-A,MOI
NCPK,Pukapuka Island Airport,CK,CK-U-A,PZK
NCPY,Tongareva Airport,CK,CK-U-A,PYE
NCRG,Rarotonga International Airport,CK,CK-U-A,RAR
NCY,Naval Wepons Station Helipad,US,US-VA,
ND01,Nelson Airport,US,US-ND,
ND02,Ricketyback Field,US,US-ND,
ND07,Punton Private Airport,US,US-ND,
ND09,Bryn Airport,US,US-ND,
ND10,Flying-N-Ranch Airport,US,US-ND,
ND11,R J Bohn Armory Heliport,US,US-ND,
ND12,Snyders Airport,US,US-ND,
ND14,Fordville Airport,US,US-ND,
ND16,Frei Private Airport,US,US-ND,
ND18,Judy Strip,US,US-ND,
ND20,Gensrich Airport,US,US-ND,
ND22,Fischer Private Airport,US,US-ND,
ND23,Wright Field,US,US-ND,
ND24,Inkster Airport,US,US-ND,
ND25,Prop Wash Field,US,US-ND,
ND26,Gajewski Field,US,US-ND,
ND27,St Aloisius Medical Center Heliport,US,US-ND,
ND28,Towner County Medical Center Heliport,US,US-ND,
ND29,Swenson Airport,US,US-ND,
ND30,Sanford Health-Bismark Heliport,US,US-ND,
ND32,Kalainov Private Airport,US,US-ND,
ND33,Dawson Mediport Heliport,US,US-ND,
ND34,Moen Airport,US,US-ND,
ND35,Lindemann Airport,US,US-ND,
ND36,Don's Airport,US,US-ND,
ND38,Rices Airpark,US,US-ND,
ND40,Rau Field,US,US-ND,
ND41,Voller Airport,US,US-ND,
ND42,Warren Pietsch Airport,US,US-ND,
ND43,Flying S Ranch Airport,US,US-ND,
ND44,Underwood Airport,US,US-ND,
ND45,Essentia Health Fargo Heliport,US,US-ND,
ND46,St Alexius Med-I-Port Heliport,US,US-ND,
ND47,Geske Airfield,US,US-ND,
ND48,St. Luke's Hospital Heliport,US,US-ND,
ND49,Krause Private Airport,US,US-ND,
ND50,Sakakawea Medical Center Heliport,US,US-ND,
ND52,True North Airpark,US,US-ND,
ND53,Pueppke Airport,US,US-ND,
ND54,Whitman Field,US,US-ND,
ND55,Sperr Airport,US,US-ND,
ND59,Grieve Airport,US,US-ND,
ND60,Frokjer Airport,US,US-ND,
ND62,Brands Airport,US,US-ND,
ND65,Letzring Airport,US,US-ND,
ND68,Vining Airport,US,US-ND,
ND72,Lonetree Airstrip,US,US-ND,
ND73,Peterson Airport,US,US-ND,
ND74,Smith Private Airport,US,US-ND,
ND75,Pete's Tractor Salvage Airport,US,US-ND,
ND76,Turner Field,US,US-ND,
ND78,Wilcox Farm Airport,US,US-ND,
ND80,Spitzer Airport,US,US-ND,
ND81,Grand Forks Par Site Heliport,US,US-ND,
ND85,Humann Private Airstrip,US,US-ND,
ND86,Peterson Airport,US,US-ND,
ND87,Indian Hill Resort Airport,US,US-ND,
ND89,Mutschler Field,US,US-ND,
ND90,Dahl Private Airport,US,US-ND,
ND92,Schroeder Airport,US,US-ND,
ND96,Sauter Airport,US,US-ND,
ND98,Cloud Nine Airport,US,US-ND,
ND99,Ellig Field,US,US-ND,
NDI,Namudi Airport,PG,PG-NPP,NDI
NDN,Nadunumu Airport,PG,PG-CPM,NDN
NE01,Schutte Airport,US,US-NE,
NE02,Pender Community Hospital Heliport,US,US-NE,
NE04,Ely Airport,US,US-NE,
NE05,Cherry Heliport,US,US-NE,
NE06,Woolf Brothers Airport,US,US-NE,
NE08,Larrabee Airport,US,US-NE,
NE09,Simpson Airport,US,US-NE,
NE10,Flying C Heliport,US,US-NE,
NE11,Durands Sky Ranch Airport,US,US-NE,
NE12,Sullivan Airstrip,US,US-NE,
NE14,Ogallala Community Hospital Heliport,US,US-NE,
NE15,Starns Auxiliary Airport,US,US-NE,
NE16,Gothenburg Memorial Hospital Heliport,US,US-NE,
NE17,Walts Aerial Service Airport,US,US-NE,
NE18,Krutz Airport,US,US-NE,
NE19,Ag Air Airport,US,US-NE,
NE20,Bernadt Airport,US,US-NE,
NE22,Great Plains Regional Medical Center Heliport,US,US-NE,
NE24,Polaks Sky Ranch Airport,US,US-NE,
NE25,Orr Field,US,US-NE,
NE27,Abie Sky Ranch Airport,US,US-NE,
NE28,Jubilee Heliport,US,US-NE,
NE29,Cavanaugh Airport,US,US-NE,
NE30,Olson Field,US,US-NE,
NE31,B.C. Air Airport,US,US-NE,
NE32,Box Butte General Hospital Med-I-Port Heliport,US,US-NE,
NE33,Clearidge Airport,US,US-NE,
NE34,Fehringer Aerodrome,US,US-NE,
NE35,Sutton Airport,US,US-NE,
NE37,Loseke Airstrip,US,US-NE,
NE38,Aknux Airport,US,US-NE,
NE39,Warbonnet Ag Strip,US,US-NE,
NE40,Denton Airfield,US,US-NE,
NE41,Rgnl West Medical Center Heliport,US,US-NE,
NE42,Dream Field,US,US-NE,
NE43,Musiel Airport,US,US-NE,
NE44,Koinzan Airport,US,US-NE,
NE45,Stewart Field,US,US-NE,
NE46,Gemini Heliport,US,US-NE,
NE49,Koke Airport,US,US-NE,
NE50,Sudbeck Field,US,US-NE,
NE51,Kohles Airport,US,US-NE,
NE52,Easton Field,US,US-NE,
NE53,Liesveld Airport,US,US-NE,
NE54,Dostal-Bradley Airport,US,US-NE,
NE55,Humboldt Hospital Heliport,US,US-NE,
NE56,Werner Airport,US,US-NE,
NE57,Thomas Airport,US,US-NE,
NE59,Pester Airport,US,US-NE,
NE60,St Elizabeth Community Health Center Heliport,US,US-NE,
NE62,Ochsner Heliport,US,US-NE,
NE64,Luetkenhaus Airport,US,US-NE,
NE65,Roth Airport,US,US-NE,
NE67,Falk Air Field,US,US-NE,
NE68,Faith Regional Health Services West Campus Heliport,US,US-NE,
NE69,Browns Airport,US,US-NE,EPG
NE71,Immanuel Medical Center Heliport,US,US-NE,
NE73,Stinking Water Creek Airport,US,US-NE,
NE76,St Francis Medical Center Heliport,US,US-NE,
NE79,Mueller Field,US,US-NE,
NE80,Chambers Airfield,US,US-NE,
NE82,Nolte Farms Airport,US,US-NE,
NE83,Moab Heliport,US,US-NE,
NE84,Memorial Hospital Heliport,US,US-NE,
NE85,Glaser Airport,US,US-NE,
NE86,Traudt Airport,US,US-NE,
NE87,Rempe Private Airport,US,US-NE,
NE88,Novotny/Tonar Farms Airport,US,US-NE,
NE89,Herberts Farm Airport,US,US-NE,
NE90,Mary Lanning Memorial Hospital Heliport,US,US-NE,
NE92,Thomsen Airport,US,US-NE,
NE94,Feik Field Ultralight Flightpark,US,US-NE,
NE95,Frenchman Airport,US,US-NE,
NE99,Hawkins Ranch Airport,US,US-NE,
NFBG,Biaugunu Airport,FJ,FJ-N,AQS
NFCI,Cicia Airport,FJ,FJ-E,ICI
NFCS,Castaway Island Seaplane Base,FJ,FJ-W,CST
NFFA,Ba Airport,FJ,FJ-W,
NFFN,Nadi International Airport,FJ,FJ-W,NAN
NFFO,Malolo Lailai Island Airport,FJ,FJ-W,PTF
NFFR,Rabi Island Airport,FJ,FJ-N,RBI
NFKB,Kaibu Island Airport,FJ,FJ-N,
NFKD,Vunisea Airport,FJ,FJ-E,KDV
NFMA,Mana Island Airport,FJ,FJ-W,MNF
NFMO,Moala Airport,FJ,FJ-E,MFJ
NFNA,Nausori International Airport,FJ,FJ-C,SUV
NFNB,Levuka Airfield,FJ,FJ-E,LEV
NFNG,Ngau Airport,FJ,FJ-E,NGI
NFNH,Laucala Island Airport,FJ,FJ-N,LUC
NFNK,Lakeba Island Airport,FJ,FJ-E,LKB
NFNL,Labasa Airport,FJ,FJ-N,LBS
NFNM,Matei Airport,FJ,FJ-N,TVU
NFNO,Koro Island Airport,FJ,FJ-E,KXF
NFNR,Rotuma Airport,FJ,FJ-R,RTA
NFNS,Savusavu Airport,FJ,FJ-N,SVU
NFNU,Bui-Dama Airport,FJ,FJ-N,BVF
NFNV,Vatukoula Airport,FJ,FJ-W,VAU
NFNW,Wakaya Island Airport,FJ,FJ-E,KAY
NFOL,Ono-i-Lau Airport,FJ,FJ-E,ONU
NFRS,Treasure Island Seaplane Base,FJ,FJ-W,
NFSW,Yasawa Island Airport,FJ,FJ-W,YAS
NFTE,Kaufana Airport,TO,TO-01,EUA
NFTF,Fua'amotu International Airport,TO,TO-04,TBU
NFTL,Lifuka Island Airport,TO,TO-02,HPA
NFTO,Mata'aho Airport,TO,TO-03,NFO
NFTP,Kuini Lavenia Airport,TO,TO-03,NTT
NFTV,Vava'u International Airport,TO,TO-05,VAV
NFUL,Turtle Island Seaplane Base,FJ,FJ-W,TTL
NFVB,Vanua Balavu Airport,FJ,FJ-E,VBV
NFVL,Vatulele Airport,FJ,FJ-W,VTF
NG-0001,Agbara-Otor,NG,NG-DE,
NG-0002,Kainji,NG,NG-NI,
NG-0003,Gombe Lawanti International Airport,NG,NG-GO,GMO
NG-0004,Port Harcourt City Airport,NG,NG-RI,PHG
NG-0005,Srr Ahmadu Bello International Airport,NG,NG-KE,
NG-0007,Lokoja Airstrip,NG,NG-KO,
NG-0008,Suntai Airstrip,NG,NG-TA,
NG-BCU,Bauchi Airport,NG,NG-BA,
NG-QRW,Warri Airport,NG,NG-DE,QRW
NGAB,Abaiang Airport,KI,KI-G,ABF
NGBR,Beru Airport,KI,KI-G,BEZ
NGFU,Funafuti International Airport,TV,TV-FUN,FUN
NGKT,Kuria Airport,KI,KI-G,KUC
NGMA,Maiana Airport,KI,KI-G,MNK
NGMK,Marakei Airport,KI,KI-G,MZK
NGMN,Makin Island Airport,KI,KI-G,MTK
NGNU,Nikunau Airport,KI,KI-G,NIG
NGON,Onotoa Airport,KI,KI-G,OOT
NGTA,Bonriki International Airport,KI,KI-G,TRW
NGTB,Abemama Atoll Airport,KI,KI-G,AEA
NGTE,Tabiteuea North Airport,KI,KI-G,TBF
NGTM,Tamana Island Airport,KI,KI-G,TMN
NGTO,Nonouti Airport,KI,KI-G,NON
NGTR,Arorae Island Airport,KI,KI-G,AIS
NGTS,Tabiteuea South Airport,KI,KI-G,TSU
NGTU,Butaritari Atoll Airport,KI,KI-G,BBG
NGUK,Buariki Airport,KI,KI-G,AAK
NH01,Bellamy River Seaplane Base,US,US-NH,
NH02,Puzzo-Lakewood Heliport,US,US-NH,
NH03,Granite Heliport,US,US-NH,
NH04,Ciardelli Field Heliport,US,US-NH,
NH05,Seacoast Helicopters West Heliport,US,US-NH,
NH06,Dynasty Farms Heliport,US,US-NH,
NH07,Cooper Farm Airport,US,US-NH,
NH08,NHPAD Heliport,US,US-NH,
NH09,Seabrook Station Heliport,US,US-NH,
NH10,Springfield Cove Heliport,US,US-NH,
NH11,Swain Hill Heliport,US,US-NH,
NH12,Evans Seaplane Base,US,US-NH,
NH13,Concord Hospital Heliport,US,US-NH,
NH14,Parker International Heliport,US,US-NC,
NH15,Locke Lake Airport,US,US-NH,
NH16,Brookline Airport,US,US-NH,
NH17,Zim Airport,US,US-NH,
NH18,Chickville Airport,US,US-NH,
NH19,Air-Wood Heliport,US,US-NH,
NH20,Ward Field,US,US-NH,
NH21,Abbott Heliport,US,US-NH,
NH22,Lancaster Heliport,US,US-NH,
NH23,Cottage Hospital Heliport,US,US-NH,
NH24,Prescott Hill Heliport,US,US-NH,
NH25,Flying H Skyport Airport,US,US-NH,
NH26,Dragonwings Heliport,US,US-NH,
NH28,Hillsboro Ford Heliport,US,US-NH,
NH29,Hollander's Heliport,US,US-NH,
NH31,Mountain View Field,US,US-NH,
NH32,Bentley Heliport,US,US-NH,
NH33,Brigham Heliport,US,US-NH,
NH34,Wharf Heliport,US,US-NH,
NH35,Liberty Lane Heliport,US,US-NH,
NH36,Weeks Medical Center Heliport,US,US-NH,
NH37,Southern Nh Medical Center Heliport,US,US-NH,
NH38,Leavitt Airport,US,US-NH,
NH39,Frank D. Comerford Airport,US,US-NH,
NH40,Eagles Nest Airport,US,US-NH,
NH41,Merrimack Heliport,US,US-NH,
NH42,C.S.S. Heliport,US,US-NH,
NH43,Murphy-Sherwood Park Airport,US,US-NH,
NH44,Dean Kamen Heliport,US,US-NH,
NH45,Foss Heliport,US,US-NH,
NH46,Austin's Landing Heliport,US,US-NH,
NH47,Monadnock Community Hospital Heliport,US,US-NH,
NH48,Springfield Point Heliport,US,US-NH,
NH49,Bradley Field,US,US-NH,
NH50,Gordon Brown Heliport,US,US-NH,
NH51,Wickson Heliport,US,US-NH,
NH52,Waste Heliport,US,US-NH,
NH53,Norden Systems Heliport,US,US-NH,
NH54,Parkland Medical Center Heliport,US,US-NH,
NH55,Chopper One Heliport,US,US-NH,
NH56,Wentworth-Douglass Heliport,US,US-NH,
NH57,Exeter Hospital Heliport,US,US-NH,
NH58,D.W. Heliport,US,US-NH,
NH59,Speedway Heliport,US,US-NH,
NH60,Huff Memorial Airport,US,US-NH,
NH61,Heaton Airport,US,US-NH,
NH62,Millipore Heliport,US,US-NH,
NH63,Weston Street Heliport,US,US-NH,
NH64,Pow-Wow Seaplane Base,US,US-NH,
NH65,Dean Kamen Ii Heliport,US,US-NH,
NH66,Temple Heliport,US,US-NH,
NH67,Winterwood Airport,US,US-NH,
NH68,Merrymeeting Lake Seaplane Base,US,US-NH,
NH69,Windsock Village Airport,US,US-NH,
NH70,Forbes Heliport,US,US-NH,
NH71,Loons Nest Seaplane Base,US,US-NH,
NH73,Meader's Heliport,US,US-NH,
NH74,Crowley Heliport,US,US-NH,
NH75,Psnh Heliport,US,US-NH,
NH76,Mason Airfield,US,US-NH,
NH77,Smiling Jack Heliport,US,US-NH,
NH78,Steck Farm Airport,US,US-NH,
NH79,Falcon Station Heliport,US,US-NH,
NH80,Shanklin Heliport,US,US-NH,
NH81,Franklin Regional Hospital Heliport,US,US-NH,
NH82,Dartmouth Hitchcock Medical Center Heliport,US,US-NH,
NH83,Chiefs Hut Heliport,US,US-NH,
NH84,Northwood Airport,US,US-NH,
NH85,Sutton Heliport,US,US-NH,
NH86,Intervale Airport,US,US-NH,
NH87,Blue Light Heliport,US,US-NH,
NH88,Country Club Air Park,US,US-NH,
NH91,Cheney Heliport,US,US-NH,
NH92,Littleton Hospital Heliport,US,US-NH,
NH93,Sean Heliport,US,US-NH,
NH94,Spring Creek Heliport,US,US-NH,
NH96,Wentworth Aerodrome Airport,US,US-NH,
NH98,Brady-Candia Heliport,US,US-NH,
NH99,New London Hospital Heliport,US,US-NH,
NIN,Ninilchik Airport,US,US-AK,
NIUE,Niue International Airport,NU,NU-U-A,IUE
NJ00,Ridgefield Park Seaplane Base,US,US-NJ,
NJ02,Alloway Airfield,US,US-NJ,
NJ03,S and C Echelon Heliport,US,US-NJ,
NJ04,At&T Cedarbrook Heliport,US,US-NJ,
NJ05,Jersey Shore Medical Center Heliport,US,US-NJ,
NJ06,B J Farms Airport,US,US-NJ,
NJ07,Newport Meadows Seaplane Base,US,US-NJ,
NJ08,Stone Harbor Golf Club Heliport,US,US-NJ,
NJ09,Matthews Airport,US,US-NJ,
NJ10,Dayton Heliport,US,US-NJ,
NJ11,Mc Donoughs Heliport,US,US-NJ,
NJ12,State Police Bloomfield Heliport,US,US-NJ,
NJ13,Newbold Island Heliport,US,US-NJ,
NJ14,Logan Plant Heliport,US,US-NJ,
NJ15,Burlington Generating Station Heliport,US,US-NJ,
NJ16,Sliker Strip,US,US-NJ,
NJ17,Cooper Kelemen Heliport,US,US-NJ,
NJ18,Our Lady of Lourdes Hospital Heliport,US,US-NJ,
NJ19,Deborah Heart & Lung Center Heliport,US,US-NJ,
NJ20,Coyle Field,US,US-NJ,
NJ21,Cherry Hill Inn Heliport,US,US-NJ,
NJ22,Hackensack Medical Center Heliport,US,US-NJ,
NJ23,Colgate Palmolive Heliport,US,US-NJ,
NJ24,Warren Grove Range Airport,US,US-NJ,
NJ25,Peaslees Airstrip,US,US-NJ,
NJ26,Hoffmann-La Roche Inc Heliport,US,US-NJ,
NJ27,Wrnj Heliport,US,US-NJ,
NJ28,Nws Earle Heliport,US,US-NJ,
NJ29,South County Heliport,US,US-NJ,
NJ30,Paruszewski Farm Strip,US,US-NJ,
NJ31,Arneytown Veteran's Cemetary Heliport,US,US-NJ,
NJ32,Deepwater Station Heliport,US,US-NJ,
NJ33,Darst Heliport,US,US-NJ,
NJ34,P & A Deptford Heliport,US,US-NJ,
NJ35,Chem-Fleur Helistop,US,US-NJ,
NJ36,Soverel Park Heliport,US,US-NJ,
NJ37,Elmwood Park Heliport,US,US-NJ,
NJ38,Martens Stadium Heliport,US,US-NJ,
NJ39,Oval Park Heliport,US,US-NJ,
NJ40,Hovtown Heliport,US,US-NJ,
NJ41,Hudson Farm West Heliport,US,US-NJ,
NJ42,Mosquito Commission Headquarters Heliport,US,US-NJ,
NJ43,Frigidaire Company Heliport,US,US-NJ,
NJ44,Liberty Hall Heliport,US,US-NJ,
NJ45,City of Bridgeton Heliport,US,US-NJ,
NJ46,Mar Bar L Farms Airport,US,US-NJ,
NJ47,Teeny Weeny Acres Airport,US,US-NJ,
NJ48,Golden Nugget Atlantic City Heliport,US,US-NJ,
NJ49,Bradford Field,US,US-NJ,
NJ50,The Landing Airport,US,US-NJ,
NJ51,Florham Park Heliport,US,US-NJ,
NJ52,Folsom Airport,US,US-NJ,
NJ53,NJ Hwy Auth-Admin Bldg Helispot,US,US-NJ,
NJ54,George Washington Bridge Heliport,US,US-NJ,
NJ55,Greely Helipad Heliport,US,US-NJ,
NJ56,Charles Wood Helipad Heliport,US,US-NJ,
NJ57,Steeplechase Pier Heliport,US,US-NJ,
NJ58,Nordheim Flying K Airpark,US,US-NJ,
NJ59,Ekdahl Airport,US,US-NJ,
NJ60,Cuddihy Landing Strip,US,US-NJ,
NJ61,Malone Airport,US,US-NJ,
NJ62,Lz 1 Nldc Heliport,US,US-NJ,
NJ63,Eagles Lair Airport,US,US-NJ,
NJ64,Reeder Airport,US,US-NJ,
NJ65,John E. Rogers Airport,US,US-NJ,
NJ66,Hackettstown Community Hospital Heliport,US,US-NJ,
NJ67,Caputo Helistop,US,US-NJ,
NJ68,Getty Avenue Lot Heliport,US,US-NJ,
NJ69,Ideal Mfg Corp Airport,US,US-NJ,
NJ70,Northwest Gas Division Elizabethtown Gas Heliport,US,US-NJ,
NJ71,Holmansville Heliport,US,US-NJ,
NJ72,Hop Brook Farm Airport,US,US-NJ,
NJ73,State Police Holmdel Helispot Heliport,US,US-NJ,
NJ74,Salem Airfield,US,US-NJ,
NJ75,Werner Private Airport,US,US-NJ,
NJ76,Hq 78th Division Heliport,US,US-NJ,
NJ77,Warren County Public Safety Department,US,US-NJ,
NJ78,Kearny Helistop,US,US-NJ,
NJ79,Goat Hill Airport,US,US-NJ,
NJ80,Seton Hall Heliport,US,US-NJ,
NJ81,Free Spirit Airport,US,US-NJ,
NJ82,Bayway Refinery Heliport,US,US-NJ,
NJ83,American Cyanamid Linden Heliport,US,US-NJ,
NJ84,Hidden Acres Farm Airport,US,US-NJ,
NJ85,Atrium At Somerset Heliport,US,US-NJ,
NJ86,Pacemaker Heliport,US,US-NJ,
NJ87,University Hospital Rooftop Heliport,US,US-NJ,
NJ88,Tgp-325 Heliport,US,US-NJ,
NJ89,Southern Ocean County Hospital Heliport,US,US-NJ,
NJ90,Iff R & D Heliport,US,US-NJ,
NJ91,National Starch and Chemical County Heliport,US,US-NJ,
NJ92,St Benedict's Heliport,US,US-NJ,
NJ93,Alexanders-Menlo Park Heliport,US,US-NJ,
NJ94,C and T Helistop,US,US-NJ,
NJ95,Herr Brothers Airport,US,US-NJ,
NJ96,Als Landing Strip,US,US-NJ,
NJ97,Nj Turnpike Authority Heliport,US,US-NJ,
NJ98,Zitone Airport,US,US-NJ,
NJ99,Vonage Heliport,US,US-NJ,
NK0,Maus Marineland Seaplane Base,US,US-NY,
NK01,Countryman's Landing Strip,US,US-NY,
NK04,Shepard Airport,US,US-NY,
NK05,Tom N' Jerry Airport,US,US-NY,
NK06,S.O.P. Airport,US,US-NY,
NK07,Big Island Airport,US,US-NY,
NK08,Sheeley's Farm Airport,US,US-NY,
NK09,Eagle Ridge Airport,US,US-NY,
NK10,D C Helicopters Heliport,US,US-NY,
NK11,Troop B. Headquarters Heliport,US,US-NY,
NK12,Donnelly's Airport,US,US-NY,
NK13,Snyder's Lake Seaplane Base,US,US-NY,
NK14,Little Falls Ems Heliport,US,US-NY,
NK15,Seventh Lake Seaplane Base,US,US-NY,
NK16,Hendricks Field,US,US-NY,
NK17,August Field,US,US-NY,
NK19,Potoczak Airport,US,US-NY,
NK22,One Ten Heliport,US,US-NY,
NK23,Tetz Landing Heliport,US,US-NY,
NK24,Tilden Airport,US,US-NY,
NK25,Cambria Airport,US,US-NY,
NK26,Old Forge Airport,US,US-NY,
NK27,Hedge Hop Field,US,US-NY,
NK28,Tgp-254 Heliport,US,US-NY,
NK29,Southampton Village Heliport,US,US-NY,
NK30,Private Sealanes-Jamaica Bay Seaplane Base,US,US-NY,
NK31,Dawn Patrol Aviation Airport,US,US-NY,
NK32,Ny Arng Heliport,US,US-NY,
NK33,Ny State Police - Troop T Heliport,US,US-NY,
NK34,St Luke's Memorial Hospital Heliport,US,US-NY,
NK37,Winthrop University Hospital Heliport,US,US-NY,
NK38,Parker's Landing Heliport,US,US-NY,
NK39,One Police Plaza Heliport,US,US-NY,
NK40,Regeneron Campus Heliport,US,US-NY,
NK41,Mather Heliport,US,US-NY,
NK42,St John's Episcopal Hospital Heliport,US,US-NY,
NK43,Jerry Phibbs Airport,US,US-NY,
NK44,Bethlehem Energy Center Heliport,US,US-NY,
NK45,St Charles Hospital Heliport,US,US-NY,
NK47,Dalrymples Airport,US,US-NY,
NK48,Eastern Long Island Heliport,US,US-NY,
NK49,Ibm Owego Heliport,US,US-NY,
NK50,St Mary's Hospital Elevated Heliport,US,US-NY,
NK52,Connelly Field,US,US-NY,
NK53,Dodge/Coppola/Wheeler Airport,US,US-NY,
NK54,Matejka Field,US,US-NY,
NK55,Onondaga County Sheriff's Department Heliport,US,US-NY,
NK56,Ibm Fishkill Plant No. 2 Heliport,US,US-NY,
NK57,Ross Heliport,US,US-NY,
NK58,Gibraltar Heliport,US,US-NY,
NK59,Copake Lake Seaplane Base,US,US-NY,
NK60,Bostrup's Landing Seaplane Base,US,US-NY,
NK61,General Electric R&D Center Heliport,US,US-NY,
NK63,Mercy Hospital Heliport,US,US-NY,
NK64,Amch Heliport,US,US-NY,
NK65,H & H Aviation Service Inc. Heliport,US,US-NY,
NK68,White Birch Airport,US,US-NY,
NK71,Marcellus Airport,US,US-NY,
NK72,James Henion Private Field,US,US-NY,
NK73,Ciba-Geigy Heliport,US,US-NY,
NK74,Match Mate Airport,US,US-NY,
NK75,Thomas E. Perdue Heliport,US,US-NY,
NK76,Grammar Airport,US,US-NY,
NK77,Niagara Falls Memorial Parking Ramp Heliport,US,US-NY,
NK78,Ge Management Development Institute Heliport,US,US-NY,
NK79,Lewis Landing Airport,US,US-NY,
NK80,Rainbow Air Heliport,US,US-NY,
NK81,Roberts Roost Airport,US,US-NY,
NK82,Engineers Airport,US,US-NY,
NK83,Nettie's Place Airport,US,US-NY,
NK84,Safe Flight Instrument Corp. Heliport,US,US-NY,
NK85,Harris Hill Heliport,US,US-NY,
NK86,Doms Heliport,US,US-NY,
NK87,Merkle Airport,US,US-NY,
NK89,Ultralight Flight Farm Ultralightport,US,US-NY,
NK90,Tli Heliport,US,US-NY,
NK91,Boyle's Landing Airport,US,US-NY,
NK92,Eab Plaza Heliport,US,US-NY,
NK95,Bastek Heliport,US,US-NY,
NK96,St Francis Hospital Heliport,US,US-NY,
NKD,Sinak Airport,ID,ID-PA,NKD
NL-0001,Antonius Ziekenhuis Heliport,NL,NL-FR,
NL-0002,Medisch Centrum Leeuwarden. Locatie Zuid Heliport,NL,NL-FR,
NL-0003,Ziekenhuis Talma Sionsberg Heliport,NL,NL-FR,
NL-0004,Streekziekenhuis Koningin Beatrix Heliport,NL,NL-GE,
NL-0005,Ziekenhuis Rivierenland Heliport,NL,NL-GE,
NL-0006,Universitair Medisch Centrum Heliport,NL,NL-GR,
NL-0007,Maastricht Universitair Medisch Centrum Heliport,NL,NL-LI,
NL-0008,Viecuri Medisch Centrum Voor Noord-Limburg Heliport,NL,NL-LI,
NL-0009,Maxima Medisch Centrum Heliport,NL,NL-NB,
NL-0010,St. Elisabeth Ziekenhuis Heliport,NL,NL-NB,
NL-0011,Rode Kruis Ziekenhuis Heliport,NL,NL-NH,
NL-0012,Vu Medisch Centrum Heliport,NL,NL-NH,
NL-0013,Isala Klinieken. Locatie Sophia Heliport,NL,NL-OV,
NL-0014,Medisch Spectrum Twente Heliport,NL,NL-OV,
NL-0015,Universitair Medisch Centrum Utrecht Heliport,NL,NL-UT,
NL-0016,Albert Schweitzer Ziekenhuis. Locatie Amstelwijck Heliport,NL,NL-ZH,
NL-0017,Erasmus Medisch Centrum Heliport,NL,NL-ZH,
NL-0018,Leids Universitair Medisch Centrum Heliport,NL,NL-ZH,
NL-0019,Mc Haaglanden. Locatie Westeinde Heliport,NL,NL-ZH,
NL-0020,Medisch Centrum Rijnmond. Locatie Zuid Heliport,NL,NL-ZH,
NL-0021,Oosterschelde Ziekenhuis Heliport,NL,NL-ZL,
NL-0022,Ziekenhuis Zeeuws-Vlaanderen. Locatie De Honte Heliport,NL,NL-ZL,
NL-0023,Maldens Vlak Glider field,NL,NL-GE,
NL-0024,Middenmeer Aerodrome,NL,NL-NH,
NL-0025,Lukkien Heliport,NL,NL-GE,
NL-0026,TrafficPort Venlo Airport,NL,NL-LI,
NL-0027,Axel Glider Airfield,NL,NL-ZL,
NL-0028,Glider Field Biddinghuizen,NL,NL-FL,
NL-0029,Glider Field Castricum,NL,NL-NH,
NL-0030,Glider Field De Voorst,NL,NL-FL,
NL-0031,Haamstede Airfield,NL,NL-ZL,
NL-0032,Heli Holland Heliport,NL,NL-DR,
NL-0033,Langeveld Glider Field,NL,NL-ZH,
NL-0034,Aeroclub Nistelrode,NL,NL-NB,
NL-0035,Glider site Schinveld,NL,NL-LI,
NL-0036,Veendam Glider Site,NL,NL-GR,
NL-0037,Venlo Airfield,NL,NL-LI,
NL-0038,Venlo-Herongen Airport,NL,NL-LI,
NL-0039,Havelte Airport,NL,NL-DR,
NL-0040,Peest Airport,NL,NL-DR,
NL-0041,Wieringermeer Glider Field,NL,NL-NH,
NL-0042,Buiksloot Airfield,NL,NL-NH,
