ident,name,iso_country,iso_region,iata_code
MY-0021,Meligan Airport,MY,MY-12,
MY-0022,Meridi Airport,MY,MY-12,
MY-0023,Nangoh Airport,MY,MY-12,
MY-0024,Pandewan Airport,MY,MY-12,
MY-0025,Paramudu Airport,MY,MY-13,
MY-0026,Sook Airport,MY,MY-12,
MY-0027,Ulu Tomani Airport,MY,MY-12,
MY-0028,Wallace Bay Airport,MY,MY-12,
MY-GTB,Genting Airport,MY,MY-13,GTB
MY-GTK,Sungei Tekai Airport,MY,MY-01,GTK
MY-LBP,Long Banga Airport,MY,MY-13,LBP
MY-LLM,Long Lama Airport,MY,MY-13,LLM
MY-MZS,Mostyn Airport,MY,MY-12,MZS
MY-SPT,Sipitang Airport,MY,MY-12,SPT
MY00,Sieg's Farm Airport,US,US-MN,
MY01,Roan Airport,US,US-MN,
MY03,Braun's Airport,US,US-MN,
MY04,Koch's Personal Field,US,US-MN,
MY06,Ramerth Airport,US,US-MN,
MY07,Nord Field,US,US-MN,
MY10,Deters Farms Airport,US,US-MN,
MY11,Gilgenbach's Airport,US,US-MN,
MY12,Dykstra Acreage Airport,US,US-MN,
MY13,Swan Field,US,US-MN,
MY15,Kastanek Airport,US,US-MN,
MY17,Swanson Private Airport,US,US-MN,
MY18,Lino Air Park,US,US-MN,
MY19,Schwenk Airport,US,US-MN,
MY20,Prudential Helistop,US,US-MN,
MY21,Kollar's Shoreview Marine Seaplane Base,US,US-MN,
MY22,Hazelglade Resort Seaplane Base,US,US-MN,
MY23,Andings Landing Seaplane Base,US,US-MN,
MY24,Falk Private Airport,US,US-MN,
MY25,Knapp Personal Use Airport,US,US-MN,
MY26,Minnesota Valley Health Center Heliport,US,US-MN,
MY28,Pinetree Airpark,US,US-MN,
MY29,Kaiser's Airstrip,US,US-MN,
MY30,Compressor Station 2207 Heliport,US,US-MN,
MY32,Rosacker's Nr 2 Seaplane Base,US,US-MN,
MY33,Rosacker's Nr 1 Seaplane Base,US,US-MN,
MY34,Jorgensen's Landing Seaplane Base,US,US-MN,
MY35,Walker Field,US,US-MN,
MY36,Fudpucker International Seaplane Base,US,US-MN,
MY37,Thomas Field,US,US-MN,
MY38,Irons Point Seaplane Base,US,US-MN,
MY42,Mathis Airport,US,US-MN,
MY43,Becker Personal Airport,US,US-MN,
MY44,Rice Memorial Hospital Heliport,US,US-MN,
MY46,Hay Shakers Airport,US,US-MN,
MY47,Guggenberger Airport,US,US-MN,
MY48,Lake Fremont Seaplane Base,US,US-MN,
MY49,Anderson Airport,US,US-MN,
MY50,Frontenac Airport,US,US-MN,
MY52,Turkey Track Airport,US,US-MN,
MY54,Cloverleaf-East Bemidji Airport,US,US-MN,
MY55,B I R Airport,US,US-MN,
MY56,Robertson Field,US,US-MN,
MY57,Fedor Airport,US,US-MN,
MY58,Home-Base Airport,US,US-MN,
MY59,Gasper Airport,US,US-MN,
MY60,Hagen Airport,US,US-MN,
MY62,"Ultraflyte, Inc Ultralightport",US,US-MN,
MY64,Schjeldrup Airport,US,US-MN,
MY65,University of Mn Hospitals & Clinics Heliport,US,US-MN,
MY66,North Star Ranch Airport,US,US-MN,
MY68,Johnsons Aero Repair Airport,US,US-MN,
MY71,Mueller Airport,US,US-MN,
MY72,Isle Private Airport,US,US-MN,
MY73,Lake Pulaski Seaplane Base,US,US-MN,
MY76,Johnson'S Sea Landing Seaplane Base,US,US-MN,
MY77,North Memorial Heliport,US,US-MN,
MY78,Sunrise Airport,US,US-MN,
MY79,Children's Hospital  -St Paul Heliport,US,US-MN,
MY80,Rosenberg Airport,US,US-MN,
MY82,Du Fresne Airport,US,US-MN,
MY83,Safe Air Seaplane Base,US,US-MN,
MY84,Sioux Valley Hospital Heliport,US,US-MN,
MY85,Advance Machine Company Heliport,US,US-MN,
MY86,Johnson Seaplane Base,US,US-MN,
MY87,St Cloud Hospital Heliport,US,US-MN,
MY88,Cary Airport,US,US-MN,
MY89,Pavek Personal Airport,US,US-MN,
MY90,Al's Due North Airport,US,US-MN,
MY91,Douglas County Hospital Heliport,US,US-MN,
MY92,Grohnke Field,US,US-MN,
MY93,North Air Seaplane Base,US,US-MN,
MY94,Country Haven Airport,US,US-MN,
MY95,Swanson Field,US,US-MN,
MY96,Bahnsen Seaplane Base,US,US-MN,
MY97,Nielsen's Airport,US,US-MN,
MY98,Pake Airport,US,US-MN,
MY99,Johnston Airport,US,US-MN,
MYA0,Moores Island Airport,BS,BS-SP,
MYAB,Clarence A. Bain Airport,BS,BS-KB,MAY
MYAF,Andros Town Airport,BS,BS-NB,ASD
MYAK,Congo Town Airport,BS,BS-KB,COX
MYAM,Leonard M Thompson International Airport,BS,BS-MH,MHH
MYAN,San Andros Airport,BS,BS-NB,SAQ
MYAP,Spring Point Airport,BS,BS-AC,AXP
MYAS,Sandy Point Airport,BS,BS-SP,
MYAT,Treasure Cay Airport,BS,BS-MH,TCB
MYAW,Abaco I Walker C Airport,BS,BS-GT,WKR
MYAX,Spanish Cay Airport,BS,BS-GT,
MYBC,Chub Cay Airport,BS,BS-NB,CCZ
MYBG,Great Harbour Cay Airport,BS,BS-NB,GHC
MYBO,Ocean Cay Airport,BS,BS-BI,
MYBS,South Bimini Airport,BS,BS-BI,BIM
MYCA,Arthur's Town Airport,BS,BS-CI,ATC
MYCB,New Bight Airport,BS,BS-CI,TBI
MYCC,Cat Cay Airport,BS,BS-BI,CXY
MYCH,Hawks Nest Airport,BS,BS-CI,
MYCI,Colonel Hill Airport,BS,BS-AC,CRI
MYCP,Pitts Town Airport,BS,BS-AC,PWN
MYCS,Cay Sal Airport,BS,BS-BI,
MYCX,Cutlass Bay Airport,BS,BS-CI,
MYCZ,AUTEC Heliport,BS,BS-NB,
MYEB,Black Point Airstrip,BS,BS-EX,
MYEF,Exuma International Airport,BS,BS-EX,GGT
MYEG,George Town Airport,BS,BS-EX,
MYEH,North Eleuthera Airport,BS,BS-HI,ELH
MYEL,Lee Stocking Airport,BS,BS-EX,
MYEM,Governor's Harbour Airport,BS,BS-GH,GHB
MYEN,Normans Cay Airport,BS,BS-EX,NMC
MYER,Rock Sound Airport,BS,BS-RS,RSD
MYES,Staniel Cay Airport,BS,BS-EX,TYM
MYEY,Hog Cay Airport,BS,BS-EX,
MYGD,Deep Water Cay Airport,BS,BS-HR,
MYGF,Grand Bahama International Airport,BS,BS-FP,FPO
MYGM,Auxiliary Airfield,BS,BS-HR,GBI
MYGW,West End Airport,BS,BS-FP,WTD
MYIG,Inagua Airport,BS,BS-IN,IGA
MYK,May Creek Airport,US,US-AK,MYK
MYLD,Deadman's Cay Airport,BS,BS-LI,LGI
MYLR,Hard Bargain Airport,BS,BS-LI,
MYLS,Stella Maris Airport,BS,BS-LI,SML
MYMM,Mayaguana Airport,BS,BS-MG,MYG
MYNN,Lynden Pindling International Airport,BS,BS-NP,NAS
MYPI,Nassau Paradise Island Airport,BS,BS-NP,PID
MYRD,Duncan Town Airport,BS,BS-RI,DCT
MYRP,Rum Cay Airport,BS,BS-SR,RCY
MYS,Moyale Airport,ET,ET-OR,MYS
MYSM,San Salvador Airport,BS,BS-SR,ZSA
MYX,Menyamya Airport,PG,PG-MPL,MYX
MYX4,Big Whale Cay Airport,BS,BS-NB,
MYX5,Cistern Field,BS,BS-NB,
MYX6,Oakes Field-Nassau,BS,BS-NP,
MYX7,Rudder Cut Cay Airport,BS,BS-EX,
MYX8,Darby Island Airport,BS,BS-EX,
MYXC,Hog Key Airport,BS,BS-LI,
MYXD,Leaf Cay Airport,BS,BS-EX,
MYXH,Sampson Cay Airport,BS,BS-EX,
MYZ2,Cape Eleuthera Airport,BS,BS-RS,CEL
MYZ3,Little Whale Cay Berry Islands Airport,BS,BS-NB,
MZ-0001,Mbatamila Airport,MZ,MZ-A,
MZ-0002,Macalonge Airport,MZ,MZ-A,
MZ-0003,Metangula Airport,MZ,MZ-A,
MZ-0004,Magaruque Airport,MZ,MZ-I,MFW
MZ-0005,Paradise Island Airport,MZ,MZ-I,NTC
MZ-0006,Xinavane Airport,MZ,MZ-L,
MZ-0007,Quissico Airport,MZ,MZ-I,
MZ-0008,Massinga Airport,MZ,MZ-I,
MZ-0009,Homoine Airport,MZ,MZ-I,
MZ-0010,Mabote Airport,MZ,MZ-I,
MZ-0011,Baixo Pinda Airport,MZ,MZ-N,
MZ-0012,Ibo Airport,MZ,MZ-P,IBO
MZ-0013,Matemo Airport,MZ,MZ-P,
MZ-0014,Medjumbe Airport,MZ,MZ-P,
MZ-0015,Tecomaji Airport,MZ,MZ-P,
MZ-0016,Mbamba Airport,MZ,MZ-A,
MZ-0017,Lugenda Wilderness Camp Airstrip,MZ,MZ-A,
MZ-0018,Buffalo Camp Airstrip,MZ,MZ-S,
MZ-0019,Québese Airport,MZ,MZ-S,
MZ-0020,Machasi Airport,MZ,MZ-B,
MZ-0021,Massangena Airport,MZ,MZ-G,
MZ-0022,Tondo Lodge Airstrip,MZ,MZ-I,
MZ-0023,Espungabera Airport,MZ,MZ-B,
MZ-0024,Sussundenga Airport,MZ,MZ-B,
MZ-0025,Mafambisse Airport,MZ,MZ-S,
MZ-0026,Mague Airport,MZ,MZ-T,
MZ-0027,Blanguete Airport,MZ,MZ-T,
MZ-0028,Zumbo Airport,MZ,MZ-T,
MZ-0029,Zambue Airport,MZ,MZ-T,
MZ-0030,Fingoe Airport,MZ,MZ-T,
MZ-0031,Milange Airport,MZ,MZ-Q,
MZ-0032,Gile Airport,MZ,MZ-Q,
MZ-0033,Chiure Airport,MZ,MZ-P,
MZ-0034,Macomia Airport,MZ,MZ-P,
MZ-0035,Meluco Airport,MZ,MZ-P,
MZ-0036,Malvernia Airport,MZ,MZ-G,
MZ-0037,Macossa Airport,MZ,MZ-B,
MZ-0038,Mecanhelas Airport,MZ,MZ-A,
MZ-0039,Mucumbura Airport,MZ,MZ-T,
MZ-0040,Catandica Airport,MZ,MZ-B,
MZ-0041,Vale Chassapa Airport,MZ,MZ-S,
MZ-0042,Mopeia Airport,MZ,MZ-Q,
MZ-0043,Chemba Airport,MZ,MZ-S,
MZ-0044,Massingir Airport,MZ,MZ-G,
MZ-0045,Inhassoro Airstrip,MZ,MZ-I,
MZ-0046,Quirimba Airstrip,MZ,MZ-P,
MZ-0047,Vamizi Airstrip,MZ,MZ-P,
MZ-TGS,Chokwé Airport,MZ,MZ-G,TGS
MZBZ,Philip S. W. Goldson International Airport,BZ,BZ-BZ,BZE
MZE,Manatee Airport,BZ,BZ-CY,MZE
MZMF,Town Airstrip,BZ,BZ-CY,CYD
N00,Maben Airport,US,US-NY,
N01,Mosquero Emergency Services Heliport,US,US-NM,
N02,Red River Heliport,US,US-NM,
N04,Griswold Airport,US,US-CT,MPE
N05,Hackettstown Airport,US,US-NJ,
N07,Lincoln Park Airport,US,US-NJ,
N08,Flanagan Field,US,US-NC,
N09,Northfield Heliport,US,US-CT,
N10,Perkiomen Valley Airport,US,US-PA,
N15,Kingston Airport,US,US-NV,
N16,Centre Airpark,US,US-PA,
N17,Vaughn Municipal Airport,US,US-NM,
N20,Ine Airport,MH,MH-ARN,IMI
N21,Holly Ridge/Topsail Island Airport,US,US-NC,
N22,Sky Manor Airport,US,US-NC,
N25,Blue Heron Airport,US,US-NY,
N26,Derby Aerodrome,US,US-NC,
N29,Magdalena Airport,US,US-NM,
N30,Cherry Ridge Airport,US,US-PA,
N31,Kutztown Airport,US,US-PA,
N33,Picatinny Army Heliport,US,US-NJ,
N39,Meyers Heliport,US,US-NC,
N41,Waterbury Airport,US,US-CT,
N42,Shippensburg Airport,US,US-PA,
N43,Braden Airpark,US,US-PA,
N45,Kobelt Airport,US,US-NY,
N46,U S Heliport,US,US-NC,
N48,Horsham Valley Airways Inc Heliport,US,US-PA,
N50,Li Calzi Airport,US,US-NJ,
N56,Great Valley Airport,US,US-NY,
N61,Hinshaw (Greenacres) Airport,US,US-NC,
N63,Meadow Brook Field,US,US-NC,
N65,Knox Airport,US,US-NY,
N72,Warwick Municipal Airport,US,US-NY,
N74,Penns Cave Airport,US,US-PA,
N75,Twin Pine Airport,US,US-NJ,
N83,Ds Butler Farm and Airfield,US,US-NC,
N85,Alexandria Airport,US,US-NJ,
N86,Spanish Springs Airport,US,US-NV,
N88,Kecks Airport,US,US-NC,
N92,Laneys Airport,US,US-NC,
N95,Carlisle Barracks Heliport,US,US-PA,
N97,Hiatt Airport,US,US-NC,
NA-0001,Afro Venture Airport,NA,NA-HA,
NA-0002,Aminuis Pan Landing Site,NA,NA-OH,
NA-0003,Anib Lodge Landing Site,NA,NA-HA,
NA-0004,Aranos Airport,NA,NA-HA,
NA-0005,Aranos Pan Landing Site,NA,NA-HA,
NA-0006,Auob Lodge Airport,NA,NA-HA,
NA-0007,Basaroot Landing Site,NA,NA-HA,
NA-0008,Bitterwasser N. Sta Airport,NA,NA-HA,
NA-0009,Bitterwasser North Airport,NA,NA-HA,
NA-0010,Blumfelde Pan Landing Site,NA,NA-HA,
NA-0011,Bush Breaks Lodge Landing Site,NA,NA-OH,
NA-0012,Bagani Airport,NA,NA-KE,BQI
NA-0013,Derm East Pan Landing Site,NA,NA-HA,
NA-0014,Dordabis Carpet Airport,NA,NA-KH,
NA-0015,Eirup Landing Site,NA,NA-HA,
NA-0016,Eureka Farm Airport,NA,NA-ER,
NA-0017,Georgia Peter Schomarz Landing Site,NA,NA-OH,
NA-0018,Greub Landing Site,NA,NA-KH,
NA-0019,Grootpan East Landing Site,NA,NA-HA,
NA-0020,Hannover N Airport,NA,NA-KH,
NA-0021,Haribes Dam Strip,NA,NA-HA,
NA-0022,Hetaku Game Lodge Landing Site,NA,NA-OH,
NA-0023,Judaea Strip,NA,NA-HA,
NA-0024,Julia Landing Site,NA,NA-KH,
NA-0025,Kalkrand Pan Landing Site,NA,NA-HA,
NA-0026,Kamombombe East Airport,NA,NA-ER,
NA-0027,Kansimba Landing Site,NA,NA-ER,
NA-0028,Kentani Landing Site,NA,NA-HA,
NA-0029,Kentucky Sud Pan Landing Site,NA,NA-OH,
NA-0030,Kerweder Airport,NA,NA-HA,
NA-0031,Khorab Safari Lodge Airport,NA,NA-KU,
NA-0032,Kiripotib Landing Site,NA,NA-KH,
NA-0033,Klein Aub 15M Landing Site,NA,NA-HA,
NA-0034,Klein Aub Pan Ok Landing Site,NA,NA-HA,
NA-0035,Louwater Pan Landing Site,NA,NA-KH,
NA-0036,Maltahoehe 4 Kal Landing Site,NA,NA-HA,
NA-0037,Maltahoehe 5 Kal Landing Site,NA,NA-HA,
NA-0038,Maltahoehe 6 Kal Landing Site,NA,NA-HA,
NA-0039,Maltahoehe 7 Kal Landing Site,NA,NA-HA,
NA-0040,Maltahoehe 8 Kal Landing Site,NA,NA-HA,
NA-0041,Maltahoehe 9 Kal Landing Site,NA,NA-HA,
NA-0042,Mbela Big Wings Landing Site,NA,NA-HA,
NA-0043,Meier Airstrip Landing Site,NA,NA-HA,
NA-0044,Moscow Landing Site,NA,NA-HA,
NA-0045,Vredeshoop Landing Site,NA,NA-KA,
NA-0046,Namib Naukluft Landing Site,NA,NA-HA,
NA-0047,Namibia East Air Base,NA,NA-CA,
NA-0048,Oha Kaua/Otjiwa Lodge Landing Site,NA,NA-OD,
NA-0049,Ohlsenhagen Landing Site,NA,NA-OH,
NA-0050,Okosongoro Airport Airport,NA,NA-OD,
NA-0051,Omawewoz Airport,NA,NA-OH,
NA-0052,Omuramba Airport,NA,NA-OH,
NA-0053,Onjossa Airport,NA,NA-ER,
NA-0054,Roidina Peter Jo Airport,NA,NA-ER,
NA-0055,Rostock Ritz Lodge Airport,NA,NA-KH,
NA-0056,Schlip 1 Road113 Landing Site,NA,NA-HA,
NA-0057,Schlip 2 67 Road Landing Site,NA,NA-HA,
NA-0058,Schlip 2 87 Road Landing Site,NA,NA-HA,
NA-0059,Schlip Kalkrand1 Landing Site,NA,NA-HA,
NA-0060,Sossusvlei Lodge Landing Site,NA,NA-HA,
NA-0061,Stamprietpan Ok Landing Site,NA,NA-HA,
NA-0062,Tatave Landing Site,NA,NA-HA,
NA-0063,Tivoli Landing Site,NA,NA-KH,
NA-0064,Unbekannt Landing Site,NA,NA-OH,
NA-0065,Weltevrede Rest Landing Site,NA,NA-HA,
NA-0066,Wittenau Pfanne Landing Site,NA,NA-OH,
NA-0067,Witwater West Airport,NA,NA-HA,
NA-0068,Wohlzufrieden Airport,NA,NA-HA,
NA-0069,Rietfontein Airport,NA,NA-KA,
NA-0070,Guibes Landing Strip,NA,NA-KA,
NA-0071,Keetmansh Railroad Airport,NA,NA-KA,
NA-0072,Klipdrif Airstrip,NA,NA-KA,
NA-0073,Zuuberg Landing Site,NA,NA-KA,
NA-0074,Koes Airport,NA,NA-KA,
NA-0075,Tses Airstrip,NA,NA-KA,
NA-0076,Helmering Airstrip,NA,NA-KA,
NA-0077,Mata Mata Landing Site,NA,NA-KA,
NA-0078,Brukkaros Landing Strip,NA,NA-KA,
NA-0079,Finger Gottes Airstrip,NA,NA-HA,
NA-0080,Tweerivier Landing Site,NA,NA-HA,
NA-0081,Guamus Airport,NA,NA-HA,
NA-0082,Gibeon Airport,NA,NA-HA,
NA-0083,Witbooisvley Landing Site,NA,NA-HA,
NA-0084,Maltahoehe S Airport,NA,NA-HA,
NA-0085,Katzensteg Airport,NA,NA-HA,
NA-0086,Maltahoehe Airstrip,NA,NA-HA,
NA-0087,Lendepas Landing Site,NA,NA-HA,
NA-0088,Ongava Lodge Airstrip,NA,NA-KU,
NA-0089,Wandervogel Airstrip,NA,NA-HA,
NA-0090,Kouwater Landing Site,NA,NA-HA,
NA-0091,Salzbrunn Airstrip,NA,NA-HA,
NA-0092,Gianti-1 Airport,NA,NA-HA,
NA-0093,Kub Landing Site,NA,NA-HA,
NA-0094,Twilight Airstrip,NA,NA-HA,
NA-0095,Bullsport Landig Site,NA,NA-HA,
NA-0096,Morester Landing Site,NA,NA-HA,
NA-0097,Lidfontein Landing Site,NA,NA-HA,
NA-0099,Nabus Landing Site,NA,NA-HA,
NA-0100,Runnersrest Landing Site,NA,NA-HA,
NA-0101,Victory Airstrip,NA,NA-HA,
NA-0102,Rietoog Airport,NA,NA-HA,
NA-0103,Hoachanas Airport,NA,NA-HA,
NA-0104,Droeplaas Landing Site,NA,NA-HA,
NA-0105,Tsumis Airport,NA,NA-HA,
NA-0106,Bimsfarm Landing Site,NA,NA-HA,
NA-0107,Olifantwater West Landing Site,NA,NA-HA,
NA-0108,Gomnab Airport,NA,NA-HA,
NA-0109,Neuloore Landing Site,NA,NA-HA,
NA-0110,Nauchas Landing Site,NA,NA-KH,
NA-0111,Kaukerus Landing Site,NA,NA-HA,
NA-0112,Cowdray Airstrip,NA,NA-KH,
NA-0113,Rheinpfalz Landing Site,NA,NA-HA,
NA-0114,Leonardville Airport,NA,NA-OH,
NA-0115,Beenbreek Landing Site,NA,NA-KH,
NA-0116,Gamsberg Landing Site,NA,NA-KH,
NA-0117,Gams Farm Landing Site,NA,NA-KH,
NA-0118,Rehoboth Town Airport,NA,NA-HA,
NA-0119,Klein Nauas Landing Site,NA,NA-KH,
NA-0120,Rehoboth Airstrip,NA,NA-HA,
NA-0121,Rehoboth Sta Airport,NA,NA-HA,
NA-0122,Rooisand Airport,NA,NA-HA,
NA-0123,Goellschau Farm Landing Site,NA,NA-KH,
NA-0124,Louwater S M7 Airport,NA,NA-HA,
NA-0125,Garib Landing Site,NA,NA-KH,
NA-0126,Nossob Gabel Landing Site,NA,NA-OH,
NA-0127,Doornpoort Airstrip,NA,NA-KH,
NA-0128,Oamites Landing Strip,NA,NA-KH,
NA-0129,Bergland Landing  Strip,NA,NA-HA,
NA-0130,Krumneck Airport,NA,NA-KH,
NA-0131,Keitzaub Landing Site,NA,NA-OH,
NA-0132,Spatzenfeld Landing Site,NA,NA-OH,
NA-0133,Aris Landrig Strip,NA,NA-KH,
NA-0134,Okapanje Airport,NA,NA-KH,
NA-0135,Gobabis Street-T Airport,NA,NA-OH,
NA-0136,Ninette Landing Site,NA,NA-OH,
NA-0137,Solingen Airstrip,NA,NA-OH,
NA-0138,Eintracht Airstrip,NA,NA-OH,
NA-0139,Otjihaenena Landing Strip,NA,NA-KH,
NA-0140,Sandfontein Airstrip,NA,NA-OH,
NA-0141,Buitepos Airstrip,NA,NA-OH,
NA-0142,Drimiopsis Landing Site,NA,NA-OH,
NA-0143,Swa Knie Landing Site,NA,NA-OH,
NA-0144,Wilskrag Landing Site,NA,NA-OH,
NA-0145,Albrechts Aistrip,NA,NA-ER,
NA-0146,Okahennesiva Landing Site,NA,NA-OH,
NA-0147,Steinhausen Landing Site,NA,NA-OH,
NA-0148,Fortuna Landing Site,NA,NA-OH,
NA-0149,Okamapu Landing Site,NA,NA-OH,
NA-0150,Epukiro North Landing Site,NA,NA-OH,
NA-0151,Epukiru Airport,NA,NA-OH,
NA-0152,Onduruqea Lodge Airport,NA,NA-ER,
NA-0153,Hochfeld Airport,NA,NA-OD,
NA-0154,Godehoop Landing Site,NA,NA-ER,
NA-0155,Rhenoster K Airport,NA,NA-ER,
NA-0156,Omaha Landing Site,NA,NA-OD,
NA-0157,Otjiwarongo Center Airport,NA,NA-OD,
NA-0158,Isibis Airstrip,NA,NA-KH,
NA-0159,Khorixas Airport,NA,NA-KU,
NA-0160,Okongwati Airport,NA,NA-KU,
NA-0161,Okongo Airport,NA,NA-OW,
NA-0162,Kongola Airport,NA,NA-CA,
NA-0163,Susuwe Airport,NA,NA-CA,
NA-0164,Sikereti Airport,NA,NA-KE,
NA-0165,Otjituuo Airport,NA,NA-OD,
NA-0166,Okakarara Airport,NA,NA-OD,
NA-0167,B8 Airstrip,NA,NA-OD,
NA-0168,Palmwag Airport,NA,NA-KU,
NA-0169,Ehomba Airport,NA,NA-KU,
NA-0170,Uukwaluudhi Airport,NA,NA-OS,
NA-0171,Outapi Airport,NA,NA-OS,
NA-0172,Haklesdoorn Airport,NA,NA-KA,
NA-0173,Ndonga Linena Airstrip,NA,NA-KW,
NA-0174,Farm Etemba Landing Strip,NA,NA-ER,
NA-0175,Farm Dawib Ost Landing Strip,NA,NA-ER,
NA-0176,Farm Gurus Landing Strip,NA,NA-HA,
NA01,Jenson Airport,US,US-ND,
NA02,Saure Airport,US,US-ND,
NA03,Boll Brothers Airstrip,US,US-ND,
NA05,Kraig Farms Airport,US,US-ND,
NA06,Bouret Ranch Airport,US,US-ND,
NA07,Kornkven Airstrip,US,US-ND,
NA10,Anderson Private Airport,US,US-ND,
NA12,Johnson Private Airport,US,US-ND,
NA13,Linrud Airstrip,US,US-ND,
NA17,Jacob Gust Airport,US,US-ND,
NA18,Hought Airstrip,US,US-ND,
NA20,Hudson's Strip,US,US-ND,
NA21,Thompson Private Airport,US,US-ND,
NA22,Vernon Miller Private Airport,US,US-ND,
NA25,Holen Aerial Spray Airstrip,US,US-ND,
NA30,Behrens Airstrip,US,US-ND,
NA32,Johnson Airstrip,US,US-ND,
NA33,Ripplinger Strip,US,US-ND,
NA38,Sabbe Brothers Landing Strip,US,US-ND,
NA39,Dorbrinski Airport,US,US-ND,
NA44,Georgeson Farm Strip,US,US-ND,
NA49,Paul Airstrip,US,US-ND,
NA54,Moser Airstrip,US,US-ND,
NA55,Hager Strip,US,US-ND,
NA56,Moffet Airstrip,US,US-ND,
NA60,Dakota Airport,US,US-ND,
NA61,Tachenko Strip,US,US-ND,
NA63,Storseth Airstrip,US,US-ND,
NA65,Anderson Strip,US,US-ND,
NA67,Horsley Airstrip,US,US-ND,
NA70,Smith Airstrip,US,US-ND,
NA71,M. Bodvig Airstrip,US,US-ND,
NA73,Welstad Farms Airstrip,US,US-ND,
NA75,Lill Strip,US,US-ND,
NA77,Mc Gee Strip,US,US-ND,
NA79,Philbrick Private Airstrip,US,US-ND,
NA81,Central Valley Aviation Airport,US,US-ND,
NA84,L. Seckerson Airstrip,US,US-ND,
NA86,Johnson Private Airstrip,US,US-ND,
NA88,Regan Airstrip,US,US-ND,
NA89,Holzman Airstrip,US,US-ND,
NA90,Circle Z Landing Strip,US,US-ND,
NA92,Roy Lohse Airport,US,US-ND,
NA98,Dilse Private Airstrip,US,US-ND,
NA99,Bakko Airstrip,US,US-ND,
NBS,Changbaishan Airport,CN,CN-22,NBS
NBV,Coastal Systems Station Heliport,US,US-FL,
NC-0001,Ile Hugon Airstrip,NC,NC-U-A,
NC00,Moretz Riverside Landing Airport,US,US-NC,
NC01,Harvey Point Defense Testing Activity Airport,US,US-NC,
NC02,Boomerang Airport,US,US-NC,
NC03,Darr Field,US,US-NC,
NC04,Watauga County Hospital Heliport,US,US-NC,
NC05,Bradford Field Airport,US,US-NC,
NC06,Elk River Airport,US,US-NC,
NC07,"Charles A. Cannon, Jr Memorial Hospital Heliport",US,US-NC,
NC08,Tusquittee Landing Airport,US,US-NC,
NC09,Stoneriver Airport,US,US-NC,
NC10,Nocarva Airport,US,US-NC,
NC11,Deck Airpark,US,US-NC,
NC12,Lee Creek Airport,US,US-NC,
NC13,Yorks Field,US,US-NC,
NC14,Boone Inc Airport,US,US-NC,
NC15,Raeford Rhyne Airpark,US,US-NC,
NC16,Brevard Airport,US,US-NC,
NC17,Wolf's Den Airport,US,US-NC,
NC18,Brickhouse Field,US,US-NC,
NC19,Propst Airport,US,US-NC,
NC20,Canaan Air Base,US,US-NC,
NC21,Aero Plantation Airport,US,US-NC,
NC22,Charles Field,US,US-NC,
NC23,Johnston Memorial Hospital Heliport,US,US-NC,
NC24,Delta Air Base,US,US-NC,
NC25,Gold Hill Airport,US,US-NC,
NC26,Long Island Airpark,US,US-NC,
NC27,Lower Creek Airport,US,US-NC,
NC28,Meadstown Airstrip,US,US-NC,
NC29,Bradley Field,US,US-NC,
NC30,Miller Air Park,US,US-NC,
NC31,Quiet Acres Airport,US,US-NC,
NC32,Rivercliff Airport,US,US-NC,
NC33,Mcdowell Hospital Heliport,US,US-NC,
NC34,Miles Airport,US,US-NC,
NC35,Spencer Airport,US,US-NC,
NC36,Benton's Airfield,US,US-NC,
NC37,Mountain View Aerodrome,US,US-NC,
NC38,Propst Heliport,US,US-NC,
NC39,Enochville Airport,US,US-NC,
NC40,Holeman Field,US,US-NC,
NC41,Hendrick Motorsports Heliport,US,US-NC,
NC42,Piney Ridge Airport,US,US-NC,
NC43,Bear Pen Airport,US,US-NC,
NC44,Barclaysville Field,US,US-NC,
NC45,Enfield-Shearin Airport,US,US-NC,
NC46,Salisbury V.A. Medical Center Heliport,US,US-NC,
NC47,South Oaks Aerodrome,US,US-NC,
NC48,Safe Field,US,US-NC,
NC49,Boyd Field,US,US-NC,
NC50,Skyland Airport,US,US-NC,
NC51,Halifax Regional Medical Center Heliport,US,US-NC,
NC52,Silver Creek Airport,US,US-NC,
NC53,Tusquitee Heliport,US,US-NC,
NC54,Jackson Private Airport,US,US-NC,
NC55,Carowinds Heliport,US,US-NC,
NC56,Deer Run Airport,US,US-NC,
NC57,Craven Regional Medical Center Heliport,US,US-NC,
NC58,Gryder-Teague Airport,US,US-NC,
NC59,Alexander County Airport,US,US-NC,
NC60,CHS Northeast Medical Center Heliport,US,US-NC,
NC61,Blackwater Airstrip,US,US-NC,
NC62,Birds Nest Heliport,US,US-NC,
NC63,Robertson Field,US,US-NC,
NC64,Barringer Field,US,US-NC,
NC65,Yonder Airport,US,US-NC,
NC66,Ventosa Plantation Airport,US,US-NC,
NC67,Six Oaks Airport,US,US-NC,
NC68,Jarrett Heliport,US,US-NC,
NC69,Twin Oak Airport,US,US-NC,
NC7,Donald's Air Park Inc. Airport,US,US-NC,
NC70,Mckee Airport,US,US-NC,
NC71,E T Field,US,US-NC,
NC72,Hinton Field,US,US-NC,
NC73,Hodges Farm Airport,US,US-NC,
NC74,Randolph Hospital Heliport,US,US-NC,
NC75,Schneider Haven Airstrip,US,US-NC,
